twitter-id	user-id	month	weekday	longitude	latitude	country-id	city-id	artist-id	track-id
134254668036579328	61074610	11	2	-47.817994999999996	-21.213356	0	37	302277	5315334	
134254866854985728	79881716	11	2	-43.44731	-22.916032	0	50	413819	7126311	
134255033708580864	84485378	11	2	110.857025	-6.713283	1	51	52897	9053213	
134255321974714368	75050274	11	2	101.38551	3.2318740999999997	6	52	302854	5323124	
134255339959881728	67545411	11	2	112.71741	-7.2770975	1	53	30731	547943	
134255897991053313	121856463	11	2	2.4853756	48.900497	4	54	122991	2106246	
134256151742255104	65705811	11	2	59.966245	56.59035	15	55	133938	2279560	
134256272743739394	122534231	11	2	-46.605083	-23.592503	0	56	384551	6663667	
134256277240025088	245212016	11	2	-73.45454	41.414043	3	57	74752	1330405	
134256366540947456	304850015	11	2	136.5455	34.985492	16	58	211444	3706717	
134256404897865729	68922997	11	2	106.80723	-6.1871433	1	59	287024	5086412	
134256564805701632	324837566	11	2	110.36182	-7.769771	1	60	2338	33108	
134256641611808769	271541664	11	2	-49.622765	-27.185379999999995	0	61	52897	9053250	
134256684485967873	36794484	11	2	-76.888165	38.7599365	3	62	149709	2552185	
134257020428754944	42774199	11	2	-46.595524999999995	-23.6828135	0	5	37490	655153	
134257126003572736	50568648	11	2	110.42781500000001	-6.9958025	1	63	367391	6405995	
134257295277301760	148217933	11	2	-80.14014	25.810001500000002	3	64	122991	2106383	
134257389858861056	141508028	11	2	109.67	-6.882887	1	65	240055	4520178	
134257671099527168	286481063	11	2	-80.549355	37.135204	3	66	356772	6213084	
134257708802125825	117590704	11	2	-118.210747	34.0209315	3	67	51307	8496911	
134257805766033408	97159956	11	2	112.71741	-7.2770975	1	53	384551	6663692	
134257858811408384	131639473	11	2	139.62666	35.4857	16	68	280254	4965933	
134257948510781440	50683004	11	2	-55.544025500000004	-22.199370000000002	0	69	193089	3375056	
134258030870138882	155058866	11	2	-35.687294	-9.5333295	0	70	241718	4316974	
134258034561126400	179959204	11	2	-73.88381	40.858578	3	71	324021	5644202	
134258243684929536	229592151	11	2	-46.225675499999994	-23.950652499999997	0	72	324021	5644266	
134258354439733250	140802122	11	2	116.1385425	-8.5934205	1	73	356772	6213179	
134258397745917953	218098769	11	2	106.77087700000001	-6.562181	1	28	51307	8496911	
134258456281620480	67598181	11	2	-38.1006775	-6.0424245	0	74	388020	6721280	
134258478129745920	42774199	11	2	-46.595524999999995	-23.6828135	0	5	37490	655158	
134258508639109120	136260948	11	2	106.735195	-6.301120500000001	1	75	343878	5985732	
134258634505981952	240229687	11	2	16.88054	-29.24313	17	76	483729	8315721	
134258716211032064	188757485	11	2	121.1514	14.0814905	7	77	247855	4415820	
134258852970512384	150094121	11	2	14.795203	57.84682	10	78	301448	5302366	
134258903260200960	75238949	11	2	119.42633999999998	-5.1438346500000005	1	22	220806	3980048	
134258925422919680	14916058	11	2	-90.67807	40.468544	3	79	45556	798789	
134259135855345665	60623915	11	2	2.1999999999877673E-4	61.521809999999995	2	80	128744	2191797	
134259288519614464	145707317	11	2	30.3286985	59.93413650000001	15	81	347468	6044602	
134259386834104321	179959204	11	2	-73.8794	40.856674	3	71	9192	141566	
134259412872335361	240425161	11	2	-93.56096	33.924526	3	35	474988	8144368	
134259430425497600	145707317	11	2	30.3286985	59.93413650000001	15	81	347468	6044602	
134259472808951808	99081657	11	2	106.82691	-6.168961	1	17	48184	852446	
134259572234924032	15228752	11	2	8.409535	49.0159235	18	82	343878	5985858	
134259821280112640	28676174	11	2	-49.622765	-27.185379999999995	0	61	324021	5644187	
134259990541242368	32346094	11	2	-6.2670493	53.33869	19	83	466569	8010760	
134260048481361920	229592151	11	2	-46.225675499999994	-23.950652499999997	0	72	324021	5644207	
134260111731458048	259101793	11	2	106.82691	-6.168961	1	17	413819	7126242	
134260116496195585	14916058	11	2	-90.68011	40.465168	3	79	289233	5123138	
134260135102119936	227534408	11	2	-46.595524999999995	-23.6828135	0	5	409372	7059155	
134260398789636098	166721163	11	2	-76.949646	38.93625	3	84	122991	2106158	
134260533619728385	80812878	11	2	-3.7035185000000004	40.477795	20	85	194226	3390990	
134260598149103618	188757485	11	2	121.1514	14.0814905	7	77	56822	9048957	
134260724510892032	314649657	11	2	-51.177275	-29.9153375	0	86	343878	5986588	
134260774108545025	65360245	11	2	107.13974	-6.8235483	1	87	298166	5251620	
134260824314363904	255077412	11	2	6.567149000000001	51.914089000000004	14	88	34173	602292	
134260844346351616	147155824	11	2	106.82691	-6.168961	1	17	251952	4486102	
134261204075024384	46448973	11	2	-46.595524999999995	-23.6828135	0	5	320064	5583900	
134261305283575809	1588551	11	2	-98.98751	19.38956	11	89	487164	8371677	
134261594258542592	46382707	11	2	121.022064	14.622743	7	18	208968	3663780	
134261620405829632	26578554	11	2	0.0412655	51.3671875	2	90	253391	9674194	
134261942247358464	24439836	11	2	-95.71104	29.980661	3	91	356219	6203371	
134262101928722432	14916058	11	2	-90.688835	40.46957	3	79	351722	6111765	
134262344766328833	75238949	11	2	119.42633999999998	-5.1438346500000005	1	22	471013	8079986	
134262420066664448	314649657	11	2	-51.177275	-29.9153375	0	86	343878	5985721	
134262637478412289	84897874	11	2	12.545112750000001	41.898416000000005	21	92	298166	5251606	
134263095622254593	44197763	11	2	112.71741	-7.2770975	1	53	202388	3535711	
134263130913112064	314649657	11	2	-51.177275	-29.9153375	0	86	343878	5986431	
134263318943772674	367746470	11	2	110.4	-6.97	1	93	1912	26788	
134263520001916929	214481303	11	2	101.705305	3.14845	6	29	45556	798836	
134263686985551874	59280013	11	2	-59.98032500000001	-2.572425	0	30	328106	5731246	
134263812235853824	156925540	11	2	2.1999999999877673E-4	61.521809999999995	2	80	51653	909622	
134264096852942848	310054632	11	2	-90.46776	30.513454	3	94	122991	2106255	
134264219301462016	373516075	11	2	5.063610000000001	51.584972500000006	14	95	208968	3663820	
134264222786924544	61828616	11	2	-97.11413	32.639748	3	96	75946	1347159	
134264614220333056	88601452	11	2	101.705305	3.14845	6	29	478007	8193511	
134265040160301056	348663455	11	2	-82.97724249999999	39.982974999999996	3	97	466569	8010986	
134265107709562882	72015863	11	2	4.911271	52.391014	14	98	174288	3056065	
134265152261455873	332790638	11	2	106.99896	-6.2031	1	99	82745	1479329	
134265251762941952	261427622	11	2	4.3283796	51.42071	14	100	34087	9016656	
134265674276147201	226181097	11	2	106.82691	-6.168961	1	17	1978	27473	
134265800340160512	235798783	11	2	-48.277508	-18.899088	0	101	388020	6721330	
134265819231289344	109184386	11	2	106.781715	-6.3350983	1	102	213239	3738380	
134265905000624128	304519367	11	2	101.559485	3.0512203	6	103	82745	1479214	
134265930241933312	18248731	11	2	121.039085	14.63355	7	18	385607	6683250	
134266061230047232	314649657	11	2	-51.177275	-29.9153375	0	86	343878	5986620	
134266207661596672	22818110	11	2	-82.892075	42.6733	3	79	215116	3847845	
134266248522514432	255681133	11	2	-43.52439	-22.696527500000002	0	104	140749	2412327	
134266386376699904	199307011	11	2	35.64252	34.149597	22	105	144166	2460840	
134266524004401152	317810669	11	2	-118.210747	34.0209315	3	67	356772	6212833	
134266657190330368	55062813	11	2	-48.459796999999995	-1.2729295	0	106	270129	4794240	
134266696872624128	314649657	11	2	-51.177275	-29.9153375	0	86	343878	5985996	
134266887612796929	95940127	11	2	24.128656499999998	56.971493499999994	23	107	121477	2082784	
134267021968949249	206077723	11	2	-76.90010699999999	38.8950815	3	108	251272	4475340	
134267442322096128	351296181	11	2	106.82691	-6.168961	1	17	270067	4793625	
134267473343168512	191268773	11	2	-46.595524999999995	-23.6828135	0	5	251952	4486279	
134267520315174912	255177875	11	2	-86.132852	39.7796725	3	8	336473	5880217	
134267845562482688	96326760	11	2	0.03377361	51.53503	2	2	146998	2512032	
134267890269552640	271911286	11	2	-55.8850965	-29.763829	0	109	82745	1479401	
134268018111950848	138895093	11	2	-87.07471	30.605837	3	110	122991	2106429	
134268155114700801	115827242	11	2	-72.410332	40.871575	3	111	316246	5530557	
134268318113726464	218807914	11	2	123.85331	10.2746725	7	112	9192	141494	
134268365161242624	34644125	11	2	9.0249505	45.0373525	21	113	346060	6018901	
134268441015230464	45813546	11	2	101.705305	3.14845	6	29	26537	471397	
134269053664632832	87373514	11	2	107.62619	-6.9055800000000005	1	114	228395	4098243	
134269196254187522	160898806	11	2	-75.77004	42.7466315	3	115	34173	602292	
134269210615488512	29392594	11	2	-82.49037	27.982574	3	116	27952	494897	
134269360461201408	89678864	11	2	-44.3025515	-2.6292109999999997	0	117	380243	6597127	
134269802201104385	104264978	11	2	4.2127307	52.004627	14	118	315615	5521194	
134270001711554560	165259333	11	2	-115.07016	36.17255	3	119	35794	627093	
134270040458530816	77802238	11	2	-2.23348	53.442361000000005	2	120	208968	3663820	
134270277986156545	297446733	11	2	-59.98032500000001	-2.572425	0	30	241854	4318549	
134270445426970625	53790747	11	2	-47.796621	-15.77631	0	121	64127	1138896	
134270639199633409	144557219	11	2	-46.595524999999995	-23.6828135	0	5	139192	9822702	
134270744485052416	59820955	11	2	-43.44731	-22.916032	0	50	28664	506309	
134271112463912960	111198970	11	2	-81.55044000000001	41.4750515	3	122	122991	2106309	
134271313979256832	128991290	11	2	-49.109626500000005	-26.8728105	0	123	464838	7986323	
134271361739788290	116083453	11	2	107.56108	-6.915041	1	124	240055	9429350	
134271537388847104	33288782	11	2	-79.78738	34.246475	3	125	122991	2106409	
134271651515863040	26271450	11	2	4.23990895	50.4484335	24	126	45939	805712	
134272221714714624	42678005	11	2	-37.2468385	-9.5307905	0	127	73268	1307037	
134272652381655040	179375419	11	2	115.22625	-8.705967999999999	1	128	3000	42979	
134272652381655040	179375419	11	2	115.22625	-8.705967999999999	1	128	3000	42979	
134272833596571649	81532072	11	2	101.65367549999999	3.0329581500000002	6	25	75948	1347540	
134272916274692096	45632702	11	2	-93.1592	44.927013	3	129	159279	2732939	
134272962206511105	64734779	11	2	101.705305	3.14845	6	29	9192	141574	
134272964504981504	46671323	11	2	10.3873135	53.4296475	18	130	166907	2924211	
134273372078096384	80835303	11	2	103.88949	1.3512272	12	131	35725	626013	
134273442454319104	94058543	11	2	39.672775	-4.0265446	8	132	34672	609436	
134273870919241730	75238949	11	2	119.42633999999998	-5.1438346500000005	1	22	268552	4764115	
134273891685249024	33288782	11	2	-79.78738	34.246475	3	125	122991	2106349	
134273914976219136	43985223	11	2	-34.939350000000005	-8.043603	0	133	116870	2011103	
134273925499715584	316270868	11	2	-79.96475	39.648346	3	134	279207	4949673	
134273928003723264	29960296	11	2	41.433527999999995	52.732387	15	135	233683	4193837	
134274026397900801	64734779	11	2	101.705305	3.14845	6	29	52897	9053250	
134274528292503552	293199216	11	2	-117.93115	33.816223	3	136	186559	3266034	
134274596093427712	89678864	11	2	-44.3025515	-2.6292109999999997	0	117	380243	6597147	
134274605866160129	43055764	11	2	-81.65638	30.799256999999997	3	137	68618	1222820	
134274618646208512	157114711	11	2	-46.1857145	-23.559386500000002	0	138	135108	2307869	
134274629241024512	178877455	11	2	-47.0302525	-22.8952045	0	9	422376	7278657	
134274686010925056	75238949	11	2	119.42633999999998	-5.1438346500000005	1	22	35957	629953	
134274703400501248	78051566	11	2	106.796875	-6.253194	1	139	440996	7587702	
134274988516708352	167480448	11	2	-1.996798	5.301739	25	140	122991	2106309	
134275176962605057	117590704	11	2	-118.21075450000001	34.0209315	3	67	56558	1001373	
134275221338341378	195052003	11	2	-46.595524999999995	-23.6828135	0	5	54968	974672	
134275345342922753	238659129	11	2	106.73577	-6.3391647	1	141	478578	8200986	
134275615456108544	33288782	11	2	-79.78738	34.246475	3	125	122991	2106383	
134275634657632258	231083216	11	2	-71.09588	42.32962	3	142	474988	8144288	
134275756367941633	47756765	11	2	-95.52085	30.0133	3	143	46635	817642	
134275845442375681	62025106	11	2	107.004166	-6.2851915	1	20	144706	2468390	
134276012140802049	289227118	11	2	18.032946	59.317307	10	34	469330	8057019	
134276043195416577	132482584	11	2	30.3286985	59.93413650000001	15	81	35541	622529	
134276071049801729	96543742	11	2	109.559525	-7.6258125	1	144	199868	3483959	
134276340923899906	231083216	11	2	-71.09588	42.32962	3	142	97733	1673523	
134276494104084480	196830998	11	2	110.4228	-7.874352	1	145	42132	4627850	
134276781787189249	62876555	11	2	-43.44731	-22.916032	0	50	140749	2412361	
134276854239600641	212101870	11	2	-4.779514	41.66933	20	146	32883	585012	
134277205495791617	349822333	11	2	-59.98032500000001	-2.572425	0	30	213787	9376540	
134277389369872384	89678864	11	2	-44.3025515	-2.6292109999999997	0	117	380243	6597166	
134277735865520128	74881606	11	2	106.84517	-6.211544	1	147	122909	2105023	
134277920381345793	168068368	11	2	4.764901350000001	51.559912499999996	14	148	75946	1347161	
134278038539079682	255762946	11	2	-75.737206	39.634575	3	149	197860	3443233	
134278163952959488	77889859	11	2	-72.67347	41.76975	3	150	231897	4161849	
134278330152259584	222393242	11	2	121.22342	14.182064	7	151	408368	7045055	
134278398699782144	64734779	11	2	101.705305	3.14845	6	29	19709	324386	
134278567335968768	349822333	11	2	-59.98032500000001	-2.572425	0	30	411627	7091969	
134278771028135937	73356725	11	2	-1.1569388	52.614304	2	152	122991	2106298	
134279058996473856	234565264	11	2	-122.27839750000001	47.03473199999999	3	153	122991	2106315	
134279128953270273	137576792	11	2	103.8435	1.386499	12	154	223655	4027279	
134279244418252801	81361680	11	2	110.39488	-7.0504103	1	155	52897	9053213	
134279315725627392	377756174	11	2	106.82691	-6.168961	1	17	220806	3980048	
134279387267862528	132482584	11	2	30.3286985	59.93413650000001	15	81	35541	622536	
134279441013678080	246943512	11	2	30.3286985	59.93413650000001	15	81	223000	4017103	
134279490753921025	59820955	11	2	-43.44731	-22.916032	0	50	170669	2992150	
134279553630744577	349822333	11	2	-59.98032500000001	-2.572425	0	30	35455	9018950	
134279584446296066	49238037	11	2	-75.24777	39.89841	3	156	122991	2106246	
134279712758444032	74881606	11	2	106.84517	-6.211544	1	147	122909	2105023	
134279870975975426	376531929	11	2	-81.56557	35.366932	3	157	474988	8144296	
134279884926238723	74881606	11	2	106.84517	-6.211544	1	147	122909	2105014	
134280172009562112	97105198	11	2	-77.12774	39.04835	3	158	33992	599828	
134280234148167680	44239980	11	2	-82.51354	40.75193	3	159	122991	2106429	
134280487144407042	234565264	11	2	-122.27839750000001	47.03473199999999	3	153	46635	817661	
134280453418004481	126896322	11	2	106.767784	-6.337581	1	141	478007	8193670	
134280575774244864	246943512	11	2	30.3286985	59.93413650000001	15	81	223000	4017108	
134280687804100609	229861489	11	2	14.243473499999999	40.854	21	160	69477	1236796	
134280803856289794	52321906	11	2	110.34345	-7.6871767	1	161	177329	3109381	
134281071301902336	115881556	11	2	37.548339999999996	55.7558765	15	162	438300	7543542	
134281075630411776	260897346	11	2	-46.530654	-23.80405	0	163	110583	1900776	
134281337522765824	246943512	11	2	30.3286985	59.93413650000001	15	81	223000	4017072	
134281519098380288	224264815	11	2	6.95946485	52.75286	14	164	28900	9006736	
134281639630082049	61358052	11	2	135.57277	34.450657	16	165	221351	3990514	
134281743397158912	141649137	11	2	-49.288439	-25.4951095	0	16	250929	4469833	
134281775827517443	213192710	11	2	-118.354034	33.870773	3	166	313311	5483710	
134282037573070848	246943512	11	2	30.3286985	59.93413650000001	15	81	223000	4017122	
134282525404172288	75238949	11	2	119.42633999999998	-5.1438346500000005	1	22	444464	7645601	
134282877369188352	229861489	11	2	14.243473499999999	40.854	21	160	313311	5483710	
134282954246598656	327463126	11	2	-85.10099500000001	33.582744500000004	3	167	73023	1302454	
134283068197445632	79245547	11	2	-0.08743635	51.4891395	2	2	103327	1765605	
134283190155214848	70911661	11	2	112.76096	-7.25136	1	168	470923	8078353	
134283863907254272	286736316	11	2	101.705305	3.14845	6	29	151666	2579860	
134283918680662017	146540546	11	2	-91.573975	30.382944	3	169	474988	8144218	
134284205994680320	29676012	11	2	-70.70038	-33.430794	26	170	238946	9427662	
134284356834426880	102279956	11	2	-0.08743635	51.4891395	2	2	171476	3007271	
134284357748801537	31356860	11	2	101.57653	3.03796	6	103	408368	7045012	
134284474371424257	162143055	11	2	-34.882003499999996	-7.1494065	0	45	195999	3415572	
134284707604082689	67775956	11	2	-34.882003499999996	-7.1494065	0	45	316246	5530524	
134284790181531648	238858846	11	2	102.9782975	1.84467345	6	171	224206	4063278	
134284891641749505	349822333	11	2	-59.98032500000001	-2.572425	0	30	308470	5417084	
134285013851176960	298514264	11	2	35.2433215	38.963745	9	33	387140	6705963	
134285097418506241	233858192	11	2	106.83318	-6.160902	1	172	13187	214854	
134285352885157888	282398048	11	2	-97.35986	32.70585	3	173	122991	2106409	
134285784877502464	29847962	11	2	-77.236965	38.804821000000004	3	174	474988	8144252	
134285825595813889	103180874	11	2	106.866455	-6.580126	1	32	30635	545829	
134285869245927427	33288782	11	2	-79.78738	34.246475	3	125	122991	2106246	
134286167033122816	81655560	11	2	-51.177275	-29.9153375	0	86	218384	3924837	
134286307852689409	238732073	11	2	-112.14579	33.508053	3	175	287800	5101151	
134286364362551296	178126189	11	2	-83.73753	32.811043	3	176	474988	8144277	
134286553735380992	75238949	11	2	119.42633999999998	-5.1438346500000005	1	22	240055	4520178	
134286795163701248	41592108	11	2	106.792564	-6.230945	1	139	78035	1396360	
134286815082450944	261645566	11	2	-77.9857725	33.866059	3	177	244556	4361878	
134286896510676992	60946300	11	2	5.66513375	51.96846	14	178	150865	2569389	
134287163041906690	130519178	11	2	-59.98032500000001	-2.572425	0	30	388020	6721227	
134287275533152256	232787922	11	2	-49.38521	-23.1939955	0	179	347468	6044400	
134287307795726338	75238949	11	2	119.42633999999998	-5.1438346500000005	1	22	231897	4161843	
134287767684382721	242419986	11	2	4.2955966	51.505114999999996	14	180	34173	602292	
134287795173855232	264958650	11	2	106.85461	-6.173681	1	181	240055	4520178	
134287849003560961	215181798	11	2	-95.37313	30.0708865	3	143	122991	2106361	
134287853009108992	287567223	11	2	119.43352	-5.1504107	1	22	9192	141574	
134287881828184064	47130776	11	2	-46.595524999999995	-23.6828135	0	5	451810	7773790	
134287947443871745	334071429	11	2	107.58677	-6.875405	1	182	1983	27556	
134288165656727553	274744978	11	2	-71.56595	42.30783	3	183	97733	1673512	
134288266731069441	176893886	11	2	-45.940645	-22.2627555	0	184	250512	4462896	
134288349253996544	349822333	11	2	-59.98032500000001	-2.572425	0	30	170669	2992160	
134288448180846593	38479407	11	2	-108.692677	36.79191	3	185	403790	6980992	
134288812988829696	80245717	11	2	110.81573	-7.54716965	1	186	136191	9534553	
134288817493508096	69714720	11	2	-53.397998	-25.060602499999998	0	187	30394	542842	
134288824351195137	57517681	11	2	106.82691	-6.168961	1	17	33975	599273	
134289092086218752	353062752	11	2	103.937325	1.379437	12	188	207830	3640748	
134289229328027648	300010540	11	2	-53.49548	-30.552883	0	189	346704	6030986	
134289338019221504	104285318	11	2	25.888147	-24.673101	27	190	241854	4318390	
134289530625851392	57483697	11	2	-46.595524999999995	-23.6828135	0	5	446638	7679865	
134289717586952192	125014134	11	2	100.34519	13.685571	28	191	241803	4317878	
134289746095652864	24508513	11	2	2.3469263	48.858842499999994	4	192	45556	9031060	
134289811480649728	353062752	11	2	103.937096	1.3791821	12	188	240055	4290550	
134289893449928704	75122408	11	2	-47.868584	-15.764164	0	193	246018	4386061	
134290015965552640	163747672	11	2	-34.90531	-8.137966	0	133	356772	6213179	
134290060467126273	223394258	11	2	103.38222999999999	2.0481124	6	194	159714	2743928	
134290198476488704	119256527	11	2	-122.43431	37.727093	3	195	381631	6616758	
134290225890463744	231840693	11	2	5.9776603999999995	51.330813	14	196	226039	9410677	
134290463833337856	281579136	11	2	-77.236965	38.804821000000004	3	174	1343	20021	
134290583245164544	157253591	11	2	4.2576	52.03693	14	197	270290	9486258	
134290838128820224	195257231	11	2	-92.711426	32.525013	3	198	229337	4116186	
134291172083515392	263774131	11	2	101.437425	3.04861275	6	199	9192	141567	
134291188621651968	48885808	11	2	139.76176	35.662933	16	200	253391	9673999	
134291232045281280	206648135	11	2	6.371789	53.2744805	14	201	244418	4359229	
134291368678916096	229824328	11	2	99.86532	12.222601	28	202	335480	5865397	
134291468859883520	75238949	11	2	119.42633999999998	-5.1438346500000005	1	22	411980	7097608	
134291519933923328	195257231	11	2	-92.711426	32.525013	3	198	229337	4116186	
134291659264495617	238109333	11	2	101.705305	3.14845	6	29	427359	7362725	
134291714318929920	84891398	11	2	-43.9598235	-19.9186925	0	203	139081	2388070	
134291722187452416	101047907	11	2	2.1392995	41.3941375	20	204	204161	3568995	
134291741103759361	283760531	11	2	-87.9609	43.104923	3	205	122991	2106309	
134291862876979200	349822333	11	2	-59.98032500000001	-2.572425	0	30	406736	7021144	
134291945550917632	48791145	11	2	-50.9336375	-28.365616000000003	0	206	387429	6710781	
134292096763969536	38479407	11	2	-108.692677	36.79191	3	185	159264	2732558	
134292155933011969	282367746	11	2	-75.10229	40.05832	3	207	490003	8490010	
134292313827581953	61745748	11	2	112.24022	-7.614121	1	208	463269	7958369	
134292437513408512	20701007	11	2	-0.17585167	51.400074	2	209	349433	6080414	
134292444161388544	252239432	11	2	-0.58617555	44.8637625	4	210	82745	1479329	
134292573752799233	281181101	11	2	-47.36157	-22.591763999999998	0	211	314298	5497079	
134292683136045056	377104269	11	2	-86.23678	41.68144	3	212	9192	141574	
134292818544951296	352067167	11	2	-75.92159	39.533394	3	213	122991	2106349	
134292895476891648	338400993	11	2	101.95274749999999	2.7156308499999997	6	214	240055	4290550	
134292910215667713	124979408	11	2	110.42781500000001	-6.9958025	1	63	14558	8968667	
134293160624001024	48791145	11	2	-50.9336375	-28.365616000000003	0	206	387429	6710819	
134293218148876288	151376806	11	2	112.608578	-7.9898515	1	215	56714	1003716	
134293460479000576	49497310	11	2	-46.595524999999995	-23.6828135	0	5	400680	6929842	
134293484575264768	146966893	11	2	-118.46543	34.190105	3	216	237086	4247951	
134293516410040320	259357323	11	2	-44.5232375	-22.441994	0	49	308470	5417700	
134293541680726016	69134904	11	2	-49.288439	-25.4951095	0	16	92340	1936461	
134293876163874817	249738116	11	2	-75.31986	39.90993	3	217	90044	1595917	
134293916529860609	281244151	11	2	-95.96723	41.29868	3	218	373349	6499229	
134293972062449665	260135322	11	2	103.38222999999999	2.0481124	6	194	52897	9053246	
134294012743000068	214453913	11	2	3.5508003500000003	44.0021035	4	219	404879	6996516	
134294048138735617	185495280	11	2	107.62619	-6.9055800000000005	1	114	411627	7092050	
